anime_id,name,genre,type,episodes,ave_rating,members,all_content
1391,Future GPX Cyber Formula,"Adventure, Sci-Fi, Shounen, Sports",TV,37,8,2707,adventure scifi shounen sports tv 8
2037,Hime-chan no Ribbon,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,61,8,3589,comedy fantasy magic romance school shoujo tv 8
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,"Action, Adventure, Martial Arts",Movie,1,8,4907,action adventure martial arts movie 8
5228,Initial D Extra Stage 2,"Action, Cars, Drama, Seinen, Sports",OVA,1,8,11468,action cars drama seinen sports ova 8
389,Karas,"Action, Fantasy, Sci-Fi",OVA,6,8,44108,action fantasy scifi ova 8
3199,Nanatsu no Umi no Tico,"Adventure, Slice of Life",TV,39,8,2123,adventure slice of life tv 8
9124,Ookiku Furikabutte: Natsu no Taikai-hen Special,"Comedy, Sports",Special,1,8,4786,comedy sports special 8
327,Puchi Puri Yuushi,"Comedy, Fantasy, Magic, Shoujo",TV,26,8,8030,comedy fantasy magic shoujo tv 8
130,Saiyuuki Reload,"Action, Adventure, Comedy, Drama, Fantasy, Shoujo",TV,25,8,16298,action adventure comedy drama fantasy shoujo tv 8
2216,Shigurui,"Action, Drama, Historical, Martial Arts, Samurai, Seinen",TV,12,8,50091,action drama historical martial arts samurai seinen tv 8
31680,Super Lovers,"Comedy, Drama, Romance, Shounen Ai, Slice of Life",TV,10,8,36781,comedy drama romance shounen ai slice of life tv 8
15731,Tamayura: More Aggressive,"Comedy, Drama, Slice of Life",TV,12,8,10901,comedy drama slice of life tv 8
696,Tenchi Muyou!,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space",TV,26,8,38372,comedy harem romance scifi shounen space tv 8
12015,Tiger &amp; Bunny Movie 1: The Beginning,"Action, Comedy, Mystery, Super Power",Movie,1,8,13716,action comedy mystery super power movie 8
11553,Toradora!: Bentou no Gokui,"Comedy, Romance, School, Slice of Life",Special,1,8,71433,comedy romance school slice of life special 8
181,Vandread: The Second Stage,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,8,36264,action ecchi mecha scifi shounen space tv 8
2608,Wangan Midnight,"Action, Cars, Seinen, Sports",TV,26,8,10058,action cars seinen sports tv 8
1327,Aoki Densetsu Shoot!,"Action, Comedy, Drama, Romance, School, Shounen, Sports",TV,58,8,6937,action comedy drama romance school shounen sports tv 8
2922,Ashita no Joe 2 (Movie),"Drama, Sports",Movie,1,8,1396,drama sports movie 8
4037,Cowboy Bebop: Yose Atsume Blues,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",Special,1,8,19565,action adventure comedy drama scifi space special 8
24625,Gundam Build Fighters Try,"Action, Mecha, Sci-Fi",TV,25,8,17946,action mecha scifi tv 8
8768,Hiyokoi,"Romance, School, Shoujo",Special,1,8,51072,romance school shoujo special 8
256,Hoshi no Koe,"Drama, Mecha, Romance, Sci-Fi, Space",OVA,1,8,85492,drama mecha romance scifi space ova 8
16009,Kamisama no Inai Nichiyoubi,"Fantasy, Mystery",TV,12,8,122031,fantasy mystery tv 8
435,Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,20,8,34141,adventure comedy drama fantasy magic mecha romance shoujo tv 8
10110,Mayo Chiki!,"Comedy, Ecchi, Harem, Romance, School",TV,13,8,192219,comedy ecchi harem romance school tv 8
8246,Naruto: Shippuuden Movie 4 - The Lost Tower,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,8,84527,action comedy martial arts shounen super power movie 8
1203,Nitaboh,"Historical, Music",Movie,1,8,4413,historical music movie 8
770,Pale Cocoon,"Drama, Sci-Fi",OVA,1,8,44030,drama scifi ova 8
11499,Sankarea,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",TV,12,8,222657,comedy ecchi horror romance shounen supernatural tv 8
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comedy, Ecchi, School",TV,12,8,193822,comedy ecchi school tv 8
959,Shin Chou Kyou Ryo: Condor Hero,"Adventure, Drama, Historical, Romance",TV,26,8,4777,adventure drama historical romance tv 8
10294,Towa no Quon 1: Utakata no Kaben,"Action, Super Power, Supernatural",Movie,1,8,33550,action super power supernatural movie 8
10713,Towa no Quon 2: Konton no Ranbu,"Action, Mystery, Super Power, Supernatural",Movie,1,8,20132,action mystery super power supernatural movie 8
28285,Trinity Seven OVA,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",OVA,1,8,38197,action comedy ecchi fantasy harem magic romance school supernatural ova 8
10798,UN-GO,"Mystery, Supernatural",TV,11,8,84499,mystery supernatural tv 8
12711,Uta no☆Prince-sama♪ Maji Love 2000%,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,8,61551,comedy harem music romance school shoujo tv 8
4752,Vampire Knight Guilty,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,8,198492,drama mystery romance shoujo supernatural vampire tv 8
183,Whistle!,"School, Shounen, Sports",TV,39,8,8040,school shounen sports tv 8
798,Yomigaeru Sora: Rescue Wings,"Drama, Military, Seinen",TV,12,8,6871,drama military seinen tv 8
28771,Yu☆Gi☆Oh!: The Dark Side of Dimensions,"Adventure, Game, Shounen",Movie,1,8,10263,adventure game shounen movie 8
5251,Angel Densetsu,"Action, Comedy, School",OVA,2,8,10795,action comedy school ova 8
68,Black Cat,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,23,8,150512,adventure comedy scifi shounen super power tv 8
2553,Flanders no Inu,"Drama, Historical, Slice of Life",TV,52,8,2411,drama historical slice of life tv 8
13335,Fuse: Teppou Musume no Torimonochou,"Action, Drama, Historical, Supernatural",Movie,1,8,13412,action drama historical supernatural movie 8
1392,Future GPX Cyber Formula 11,"Drama, Sci-Fi, Shounen, Sports",OVA,6,8,1116,drama scifi shounen sports ova 8
19193,Ghost in the Shell: Arise - Border:3 Ghost Tears,"Mecha, Police, Psychological, Sci-Fi",Movie,1,8,21648,mecha police psychological scifi movie 8
506,Glass no Kamen,"Drama, Romance, Shoujo",TV,23,8,4218,drama romance shoujo tv 8
20903,Harmonie,"Drama, School, Supernatural",Movie,1,8,29029,drama school supernatural movie 8
142,Kamikaze Kaitou Jeanne,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44,8,31081,adventure comedy demons drama fantasy magic mystery romance shoujo tv 8
1004,Kanojo to Kanojo no Neko,"Drama, Psychological, Romance, Slice of Life",OVA,1,8,53463,drama psychological romance slice of life ova 8
10918,Kowarekake no Orgel (Movie),"Drama, Music, Sci-Fi, Slice of Life",Movie,1,8,9404,drama music scifi slice of life movie 8
3358,Kure-nai,"Comedy, Drama, Martial Arts",TV,12,8,59099,comedy drama martial arts tv 8
76,Mahou Shoujo Lyrical Nanoha,"Action, Comedy, Drama, Magic, Super Power",TV,13,8,62582,action comedy drama magic super power tv 8
32698,Monster Musume no Iru Nichijou OVA,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",OVA,2,8,13248,comedy ecchi fantasy harem romance seinen ova 8
31722,Nanatsu no Taizai: Seisen no Shirushi,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,4,8,81154,action adventure ecchi fantasy shounen supernatural tv 8
31414,Nijiiro Days,"Comedy, Romance, School, Shoujo, Slice of Life",TV,24,8,57920,comedy romance school shoujo slice of life tv 8
353,Ojamajo Doremi Dokkaan!,"Comedy, Magic, Shoujo",TV,51,8,5971,comedy magic shoujo tv 8
1060,Oruchuban Ebichu,"Comedy, Ecchi, Seinen",TV,24,8,21109,comedy ecchi seinen tv 8
10178,Otona Joshi no Anime Time,"Drama, Josei, Slice of Life",Special,4,8,11268,drama josei slice of life special 8
19369,Outbreak Company,"Comedy, Fantasy, Harem, Parody",TV,12,8,131520,comedy fantasy harem parody tv 8
14267,Persona 4 the Animation: The Factor of Hope,"Adventure, Mystery, School, Super Power, Supernatural",Movie,1,8,10757,adventure mystery school super power supernatural movie 8
19291,Pokemon XY,"Action, Adventure, Comedy, Fantasy, Kids",TV,93,8,30722,action adventure comedy fantasy kids tv 8
792,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,"Adventure, Comedy, Shounen",Movie,1,8,12418,adventure comedy shounen movie 8
3674,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,"Comedy, Parody, School",Special,1,8,12097,comedy parody school special 8
167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,8,54575,adventure comedy drama fantasy mecha scifi shounen tv 8
5909,Seitokai no Ichizon,"Comedy, Harem, Parody, School",TV,12,8,110470,comedy harem parody school tv 8
24037,Selector Spread WIXOSS,"Game, Psychological",TV,12,8,42918,game psychological tv 8
5233,Slayers Evolution-R,"Adventure, Comedy, Fantasy",TV,13,8,20508,adventure comedy fantasy tv 8
2014,Taiho Shichau zo: Second Season,"Action, Comedy, Police, Shounen",TV,26,8,5387,action comedy police shounen tv 8
24459,Tales of Zestiria: Doushi no Yoake,Fantasy,Special,1,8,23484,fantasy special 8
1006,Tenchi Muyou! in Love,"Action, Comedy, Romance, School, Sci-Fi, Shounen, Space",Movie,1,8,14318,action comedy romance school scifi shounen space movie 8
27899,Tokyo Ghoul √A,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,8,408357,action drama horror mystery psychological seinen supernatural tv 8
3972,Yu☆Gi☆Oh! 5D&#039;s,"Action, Game, Shounen",TV,154,8,47119,action game shounen tv 8
25519,Yuuki Yuuna wa Yuusha de Aru,"Drama, Fantasy, Magic, Slice of Life",TV,12,8,59192,drama fantasy magic slice of life tv 8
30869,Ajin Part 2: Shoutotsu,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,8,11377,action horror mystery seinen supernatural movie 8
1536,Busou Renkin,"Action, Comedy, Fantasy, School, Shounen, Supernatural",TV,26,8,104607,action comedy fantasy school shounen supernatural tv 8
1475,City Hunter: Bay City Wars,"Action, Comedy, Mystery, Shounen",Movie,1,8,2969,action comedy mystery shounen movie 8
13837,Detective Conan Bonus File: Fantasista Flower,"Comedy, Mystery, Police, Shounen, Sports",OVA,1,8,4596,comedy mystery police shounen sports ova 8
10703,Detective Conan OVA 11: A Secret Order from London,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,8,5985,adventure comedy mystery police shounen ova 8
2672,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy,Movie,1,8,1321,fantasy movie 8
23311,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",TV,24,8,64214,action demons fantasy magic supernatural tv 8
1852,Hidamari Sketch,"Comedy, School, Slice of Life",TV,12,8,42998,comedy school slice of life tv 8
2228,Honoo no Toukyuuji: Dodge Danpei,"Comedy, Sports",TV,47,8,2214,comedy sports tv 8
15591,Joshiraku OVA,"Comedy, Slice of Life",OVA,1,8,9358,comedy slice of life ova 8
1808,Kamichama Karin,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,8,30747,comedy fantasy magic romance school shoujo tv 8
489,Kamichu!,"Comedy, Drama, Slice of Life, Supernatural",TV,12,8,33053,comedy drama slice of life supernatural tv 8
2286,Little Nemo,"Adventure, Fantasy",Movie,1,8,4886,adventure fantasy movie 8
2954,Maria-sama ga Miteru 3rd Specials,Comedy,Special,5,8,5072,comedy special 8
3469,Maria-sama ga Miteru: Haru Specials,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life",Special,6,8,5554,drama romance school shoujo shoujo ai slice of life special 8
8460,Mirai Nikki,"Action, Shounen, Supernatural",OVA,1,8,114217,action shounen supernatural ova 8
2929,Moonlight Mile 2nd Season: Touch Down,"Adventure, Drama, Sci-Fi, Space",TV,14,8,2758,adventure drama scifi space tv 8
31,Neon Genesis Evangelion: Death &amp; Rebirth,"Drama, Mecha, Psychological, Sci-Fi",Movie,1,8,102093,drama mecha psychological scifi movie 8
1212,Oban Star-Racers,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,8,24156,adventure mecha scifi shounen tv 8
11179,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",TV,12,8,97674,comedy romance slice of life tv 8
9959,Raiyantsuuri no Uta,"Drama, Historical",Movie,1,8,465,drama historical movie 8
12067,Rurouni Kenshin Special,"Action, Historical, Romance, Samurai",Special,1,8,9173,action historical romance samurai special 8
2903,Sakigake!! Otokojuku,"Action, Comedy, Martial Arts, School, Shounen",TV,34,8,4740,action comedy martial arts school shounen tv 8
2254,Sentou Mecha Xabungle,"Mecha, Military, Sci-Fi, Shounen",TV,50,8,1518,mecha military scifi shounen tv 8
960,Shin Chou Kyou Ryo: Condor Hero II,"Adventure, Drama, Historical, Romance",TV,26,8,2151,adventure drama historical romance tv 8
1577,Taiho Shichau zo,"Action, Comedy, Police, Seinen",OVA,4,8,8557,action comedy police seinen ova 8
5667,To LOVE-Ru OVA,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",OVA,6,8,79923,comedy ecchi harem school scifi shounen ova 8
4189,Winter Sonata,"Drama, Romance",TV,26,8,13582,drama romance tv 8
33094,WWW.Working!!,"Comedy, Slice of Life",TV,13,8,40779,comedy slice of life tv 8
21435,Yama no Susume Second Season,"Adventure, Comedy, Slice of Life",TV,24,8,11413,adventure comedy slice of life tv 8
11701,Another: The Other - Inga,"Horror, Mystery, Thriller",OVA,1,8,86261,horror mystery thriller ova 8
1589,Bartender,"Drama, Seinen, Slice of Life",TV,11,8,44394,drama seinen slice of life tv 8
9340,Cheburashka,Comedy,Movie,1,8,545,comedy movie 8
7972,Chi&#039;s Sweet Home OVA,"Comedy, Kids, Slice of Life",OVA,1,8,4852,comedy kids slice of life ova 8
2817,Cinderella Monogatari,"Adventure, Fantasy, Kids, Romance",TV,26,8,3560,adventure fantasy kids romance tv 8
19163,Date A Live II,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,10,8,186187,comedy harem mecha romance school scifi tv 8
1684,Dotto Koni-chan,Comedy,TV,26,8,1397,comedy tv 8
9135,Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Movie,1,8,87944,action adventure comedy drama fantasy magic military shounen movie 8
25183,Gangsta.,"Action, Drama, Seinen",TV,12,8,210752,action drama seinen tv 8
23703,Gatchaman Crowds: Embrace,"Adventure, Sci-Fi",Special,1,8,10757,adventure scifi special 8
10870,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),"Comedy, Mecha, Sci-Fi",TV,12,8,7582,comedy mecha scifi tv 8
1825,Hadashi no Gen 2,"Drama, Historical, Shounen",Movie,1,8,4910,drama historical shounen movie 8
31158,Hetalia: The World Twinkle Specials,"Comedy, Historical, Parody",Special,3,8,2505,comedy historical parody special 8
31665,Hibike! Euphonium: Kakedasu Monaka,"Drama, Music, School",Special,1,8,17770,drama music school special 8
2204,Karakuri Zoushi Ayatsuri Sakon,"Horror, Mystery, Thriller",TV,26,8,6197,horror mystery thriller tv 8
1691,Kaze no Stigma,"Action, Fantasy, Magic, Romance, Shounen",TV,24,8,205338,action fantasy magic romance shounen tv 8
31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,"Mystery, Shounen",TV,22,8,3676,mystery shounen tv 8
31952,Kono Bijutsubu ni wa Mondai ga Aru!,"Comedy, Romance, School",TV,12,8,69088,comedy romance school tv 8
1426,Lupin III: Part III,"Action, Adventure, Comedy, Shounen",TV,50,8,6883,action adventure comedy shounen tv 8
10624,Mardock Scramble: The Second Combustion,"Action, Psychological, Sci-Fi",Movie,1,8,23866,action psychological scifi movie 8
520,Marmalade Boy Movie,"Romance, Shoujo",Movie,1,8,5641,romance shoujo movie 8
3342,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,8,96092,action horror scifi shoujo ai supernatural tv 8
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,8,83515,action comedy martial arts shounen super power movie 8
27787,Nisekoi:,"Comedy, Harem, Romance, School, Shounen",TV,12,8,180686,comedy harem romance school shounen tv 8
3965,Nodame Cantabile Special,"Comedy, Josei, Romance, Slice of Life",Special,1,8,19570,comedy josei romance slice of life special 8
32051,One Piece: Adventure of Nebulandia,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,8,9777,action adventure comedy fantasy shounen super power special 8
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,"Action, Adventure, Comedy, Martial Arts, Shounen, Supernatural",Movie,1,8,9597,action adventure comedy martial arts shounen supernatural movie 8
13429,Sakasama no Patema: Beginning of the Day,Sci-Fi,Special,4,8,16933,scifi special 8
399,Seikai no Senki Special,"Action, Military, Romance, Sci-Fi, Space",Special,1,8,2216,action military romance scifi space special 8
5947,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,Comedy,OVA,1,8,19219,comedy ova 8
8115,Uchuu Show e Youkoso,"Adventure, Fantasy, Space",Movie,1,8,11368,adventure fantasy space movie 8
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,"Action, Adventure, Comedy, Shounen, Supernatural",OVA,4,8,6166,action adventure comedy shounen supernatural ova 8
7870,Baka to Test to Shoukanjuu Specials,"Comedy, Magic, School",Special,6,7,29923,comedy magic school special 7
10396,Ben-To,"Action, Comedy, Martial Arts",TV,12,7,146570,action comedy martial arts tv 7
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Action, Horror, Mystery, Psychological",TV,13,7,298550,action horror mystery psychological tv 7
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comedy, Seinen, Slice of Life",TV,13,7,73285,comedy seinen slice of life tv 7
501,Doraemon,"Adventure, Comedy, Fantasy, Kids, Shounen",TV,26,7,9366,adventure comedy fantasy kids shounen tv 7
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"Fantasy, Magic, Shounen",Special,1,7,34230,fantasy magic shounen special 7
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Shounen, Sports, Super Power",Movie,1,7,6392,shounen sports super power movie 7
1878,Kaze no Shoujo Emily,"Drama, Historical, Shoujo",TV,26,7,2881,drama historical shoujo tv 7
9213,Kowarekake no Orgel,"Drama, Music, Sci-Fi, Slice of Life",OVA,1,7,24876,drama music scifi slice of life ova 7
16353,Love Lab,"Comedy, Romance, School",TV,13,7,79493,comedy romance school tv 7
30829,Love Live! School Idol Project 2nd Season Recap,"Music, School, Slice of Life",OVA,1,8,3213,music school slice of life ova 8
3268,Mai-Otome 0: S.ifr,Sci-Fi,OVA,3,7,11171,scifi ova 7
2460,Maison Ikkoku: Kanketsu-hen,"Comedy, Drama, Romance",Movie,1,7,3109,comedy drama romance movie 7
2253,Mazinger Z,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,92,7,5746,action drama mecha scifi shounen tv 7
1238,One Piece: Mamore! Saigo no Dai Butai,"Adventure, Comedy, Fantasy, Shounen",Special,1,7,16495,adventure comedy fantasy shounen special 7
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",TV,12,7,321477,comedy seinen slice of life tv 7
6896,Pandora Hearts Specials,Comedy,Special,9,7,32103,comedy special 7
11835,Qin Shiming Yue Zhi: Zhu Zi Bai Jia,"Action, Fantasy, Historical, Martial Arts",TV,34,7,369,action fantasy historical martial arts tv 7
16123,Saki Zenkoku-hen,"Game, School, Slice of Life",TV,13,7,19010,game school slice of life tv 7
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Mystery,TV,12,7,99665,mystery tv 7
15751,Senyuu.,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7,56815,action comedy fantasy parody shounen tv 7
6572,Shakugan no Shana S,"Action, Drama, Fantasy, Romance, School, Supernatural",OVA,4,7,53129,action drama fantasy romance school supernatural ova 7
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Mecha, Military, Sci-Fi",OVA,1,7,2049,drama mecha military scifi ova 7
560,Soukyuu no Fafner: Right of Left - Single Program,"Action, Drama, Mecha, Military, Sci-Fi",Special,1,7,9482,action drama mecha military scifi special 7
23725,Strike Witches: Operation Victory Arrow,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,3,7,11203,action ecchi magic military scifi ova 7
21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode","Comedy, Drama, Slice of Life",Special,1,7,2770,comedy drama slice of life special 7
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"Comedy, Harem, Romance, Sci-Fi, Shounen",OVA,1,7,8812,comedy harem romance scifi shounen ova 7
10629,Tibet Inu Monogatari,Adventure,Movie,1,7,2647,adventure movie 7
2820,Time Travel Tondekeman!,"Action, Adventure, Comedy, Kids",TV,39,7,957,action adventure comedy kids tv 7
113,Uchuu no Stellvia,"Action, Romance, Sci-Fi, Space",TV,26,7,15471,action romance scifi space tv 7
970,Yokoyama Mitsuteru Sangokushi,"Adventure, Historical",TV,47,7,2849,adventure historical tv 7
18177,Yowamushi Pedal: Special Ride,"Comedy, Drama, Shounen, Sports",OVA,1,7,10737,comedy drama shounen sports ova 7
2548,Ai no Wakakusa Monogatari,"Drama, Historical, Slice of Life",TV,48,7,3334,drama historical slice of life tv 7
101,Air,"Drama, Romance, Slice of Life, Supernatural",TV,13,7,188861,drama romance slice of life supernatural tv 7
103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",TV,74,7,7581,adventure comedy fantasy magic romance shoujo tv 7
15927,Carnival Phantasm: HibiChika Special,"Comedy, Supernatural",Special,1,7,14893,comedy supernatural special 7
3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"Drama, Historical, Kids, Romance, Samurai",Movie,1,7,1478,drama historical kids romance samurai movie 7
6880,Deadman Wonderland,"Action, Horror, Sci-Fi",TV,12,7,453454,action horror scifi tv 7
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,"Adventure, Shounen, Supernatural",Movie,1,7,6442,adventure shounen supernatural movie 7
476,Ginban Kaleidoscope,"Drama, Romance, Sports",TV,12,7,29837,drama romance sports tv 7
14811,GJ-bu,"Comedy, School, Slice of Life",TV,12,7,83838,comedy school slice of life tv 7
242,Gokusen,"Comedy, Drama, Josei, School, Slice of Life",TV,13,7,22009,comedy drama josei school slice of life tv 7
9931,Happy Birthday: Inochi Kagayaku Toki,"Drama, Kids, Slice of Life",Movie,1,7,1356,drama kids slice of life movie 7
33241,Honobono Log,"Romance, Slice of Life",TV,10,7,9053,romance slice of life tv 7
31499,Huyao Xiao Hongniang,"Comedy, Romance",ONA,13,7,2696,comedy romance ona 7
9938,Ikoku Meiro no Croisée The Animation,"Historical, Seinen, Slice of Life",TV,12,7,38652,historical seinen slice of life tv 7
822,Initial D Extra Stage,"Action, Cars, Drama, Seinen, Sports",OVA,2,7,15363,action cars drama seinen sports ova 7
2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Movie,1,7,2941,action adventure comedy drama scifi shounen movie 7
2927,Kimikiss Pure Rouge,"Drama, Romance, School",TV,24,7,58211,drama romance school tv 7
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,"Comedy, School, Slice of Life",OVA,1,7,17204,comedy school slice of life ova 7
1419,Lupin III: Kutabare! Nostradamus,"Action, Adventure, Comedy, Shounen",Movie,1,7,4383,action adventure comedy shounen movie 7
158,Maria-sama ga Miteru,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",TV,13,7,33989,drama romance shoujo shoujo ai slice of life tv 7
1190,Prince of Tennis: A Day on Survival Mountain,"Adventure, Comedy, Shounen, Sports",OVA,1,7,11817,adventure comedy shounen sports ova 7
23421,Re:␣Hamatora,"Comedy, Mystery, Super Power",TV,12,7,73903,comedy mystery super power tv 7
5984,Ristorante Paradiso,"Drama, Josei, Romance, Slice of Life",TV,11,7,22229,drama josei romance slice of life tv 7
10464,Seitokai no Ichizon Lv.2,"Comedy, Harem, Parody, School",ONA,10,7,41169,comedy harem parody school ona 7
10483,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!","Action, Historical, Samurai",Special,1,7,4955,action historical samurai special 7
4715,Shigofumi Special,"Drama, Fantasy, Psychological, Thriller",Special,1,7,11797,drama fantasy psychological thriller special 7
2978,Shin Getter Robo,"Action, Adventure, Demons, Horror, Mecha, Sci-Fi, Shounen",OVA,13,7,4603,action adventure demons horror mecha scifi shounen ova 7
8726,Soredemo Machi wa Mawatteiru,"Comedy, Slice of Life",TV,12,7,31906,comedy slice of life tv 7
3125,Tokimeki Tonight,"Comedy, Fantasy, Romance, Shoujo, Vampire",TV,34,7,3057,comedy fantasy romance shoujo vampire tv 7
30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,"Comedy, School, Shounen",Special,1,7,7170,comedy school shounen special 7
24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,"Comedy, Kids, Supernatural",Movie,1,7,1034,comedy kids supernatural movie 7
25755,Yowamushi Pedal: Re:RIDE,"Drama, Shounen, Sports",Movie,1,7,4749,drama shounen sports movie 7
30790,Yowamushi Pedal: Re:ROAD,"Drama, Shounen, Sports",Movie,1,7,3088,drama shounen sports movie 7
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho,"Action, Adventure, Shounen, Supernatural",OVA,2,7,6352,action adventure shounen supernatural ova 7
763,Zoids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,67,7,27614,action adventure comedy mecha scifi tv 7
656,Air in Summer,"Comedy, Drama, Historical, Romance, Supernatural",Special,2,7,29514,comedy drama historical romance supernatural special 7
2969,Appleseed Saga Ex Machina,"Action, Mecha, Military, Sci-Fi",Movie,1,7,28365,action mecha military scifi movie 7
6676,Asura Cryin&#039; 2,"Action, Mecha, Supernatural",TV,13,7,43725,action mecha supernatural tv 7
25731,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi",TV,25,7,75807,action mecha scifi tv 7
23383,D-Frag! OVA,"Comedy, Game, Seinen",OVA,1,7,28116,comedy game seinen ova 7
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7,5369,adventure comedy mystery police shounen ova 7
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,7,1269,adventure comedy kids scifi movie 7
15925,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7,787,adventure comedy fantasy kids shounen movie 7
20509,Fate/kaleid liner Prisma☆Illya 2wei!,"Action, Comedy, Fantasy, Magic",TV,10,7,56859,action comedy fantasy magic tv 7
344,Futatsu no Spica,"Drama, School, Sci-Fi, Supernatural",TV,20,7,5894,drama school scifi supernatural tv 7
18229,Gatchaman Crowds,"Adventure, Sci-Fi",TV,12,7,107513,adventure scifi tv 7
21039,Gatchaman Crowds Insight,"Adventure, Sci-Fi",TV,12,7,41220,adventure scifi tv 7
31324,Grisaia no Meikyuu Special,Ecchi,Special,1,7,16648,ecchi special 7
4551,Hakushaku to Yousei,"Adventure, Fantasy, Historical, Magic",TV,12,7,63915,adventure fantasy historical magic tv 7
